area,latitude,longitude,zone_type,date,day_of_week,hour,is_weekend,is_night,crowd_score,crowd_level,estimated_people,capacity,utilisation_pct,has_metro,bus_stops_nearby,isolation_risk,overcrowd_risk,data_source
Indiranagar,12.973801,77.644067,commercial,2024-01-24,Wednesday,23,0,1,0.134,Low,734,6000,13.4,1,10,0.433,0.108,synthetic
Whitefield,12.971738,77.753585,tech_park,2024-01-24,Wednesday,0,0,1,0.077,Low,621,9000,7.7,0,12,0.462,0.061,synthetic
Whitefield,12.96908,77.750701,tech_park,2024-01-24,Wednesday,1,0,1,0.088,Low,747,9000,8.8,0,12,0.456,0.07,synthetic
Whitefield,12.966098,77.748331,tech_park,2024-01-24,Wednesday,2,0,1,0.09,Low,851,9000,9.0,0,12,0.455,0.072,synthetic
Whitefield,12.966398,77.74648,tech_park,2024-01-24,Wednesday,3,0,1,0.089,Low,680,9000,8.9,0,12,0.456,0.071,synthetic
Whitefield,12.970148,77.7486,tech_park,2024-01-24,Wednesday,4,0,1,0.038,Low,379,9000,3.8,0,12,0.481,0.031,synthetic
Whitefield,12.969377,77.750866,tech_park,2024-01-24,Wednesday,5,0,1,0.172,Low,1770,9000,17.2,0,12,0.414,0.138,synthetic
Whitefield,12.967143,77.748334,tech_park,2024-01-24,Wednesday,6,0,0,0.237,Low,1997,9000,23.7,0,12,0.153,0.19,synthetic
Whitefield,12.967739,77.747521,tech_park,2024-01-24,Wednesday,7,0,0,0.288,Moderate,2893,9000,28.8,0,12,0.142,0.231,synthetic
Whitefield,12.96643,77.753483,tech_park,2024-01-24,Wednesday,8,0,0,0.758,High,6682,9000,75.8,0,12,0.048,0.607,synthetic
Whitefield,12.973341,77.749598,tech_park,2024-01-24,Wednesday,9,0,0,0.91,Extreme,9167,9000,91.0,0,12,0.018,0.728,synthetic
Whitefield,12.970871,77.747198,tech_park,2024-01-24,Wednesday,10,0,0,0.863,Extreme,7072,9000,86.3,0,12,0.027,0.691,synthetic
Whitefield,12.972926,77.750479,tech_park,2024-01-24,Wednesday,11,0,0,0.838,Extreme,6615,9000,83.8,0,12,0.032,0.671,synthetic
Whitefield,12.97125,77.750279,tech_park,2024-01-24,Wednesday,12,0,0,0.637,High,5429,9000,63.7,0,12,0.073,0.509,synthetic
Whitefield,12.973395,77.748383,tech_park,2024-01-24,Wednesday,13,0,0,0.522,Moderate,4137,9000,52.2,0,12,0.096,0.418,synthetic
Whitefield,12.972188,77.747736,tech_park,2024-01-24,Wednesday,14,0,0,0.846,Extreme,8152,9000,84.6,0,12,0.031,0.677,synthetic
Whitefield,12.971883,77.749808,tech_park,2024-01-24,Wednesday,15,0,0,0.824,Extreme,7119,9000,82.4,0,12,0.035,0.659,synthetic
Whitefield,12.966619,77.748922,tech_park,2024-01-24,Wednesday,16,0,0,0.79,High,6760,9000,79.0,0,12,0.042,0.632,synthetic
Whitefield,12.970394,77.752814,tech_park,2024-01-24,Wednesday,17,0,0,0.865,Extreme,7010,9000,86.5,0,12,0.027,0.692,synthetic
Whitefield,12.973228,77.749982,tech_park,2024-01-24,Wednesday,18,0,0,0.914,Extreme,9015,9000,91.4,0,12,0.017,0.731,synthetic
Whitefield,12.96914,77.746976,tech_park,2024-01-24,Wednesday,19,0,0,0.613,High,6210,9000,61.3,0,12,0.077,0.491,synthetic
Whitefield,12.968584,77.747478,tech_park,2024-01-24,Wednesday,20,0,1,0.347,Moderate,3196,9000,34.7,0,12,0.326,0.278,synthetic
Whitefield,12.967204,77.75116,tech_park,2024-01-24,Wednesday,21,0,1,0.21,Low,1646,9000,21.0,0,12,0.395,0.168,synthetic
Whitefield,12.973306,77.751214,tech_park,2024-01-24,Wednesday,22,0,1,0.104,Low,1058,9000,10.4,0,12,0.448,0.083,synthetic
Whitefield,12.973242,77.750827,tech_park,2024-01-24,Wednesday,23,0,1,0.082,Low,647,9000,8.2,0,12,0.459,0.066,synthetic
Electronic City,12.844396,77.661769,tech_park,2024-01-24,Wednesday,0,0,1,0.093,Low,1048,10000,9.3,0,8,0.453,0.074,synthetic
Electronic City,12.848203,77.657711,tech_park,2024-01-24,Wednesday,1,0,1,0.076,Low,850,10000,7.6,0,8,0.462,0.061,synthetic
Electronic City,12.843394,77.657592,tech_park,2024-01-24,Wednesday,2,0,1,0.044,Low,393,10000,4.4,0,8,0.478,0.035,synthetic
Electronic City,12.846089,77.662362,tech_park,2024-01-24,Wednesday,3,0,1,0.092,Low,1039,10000,9.2,0,8,0.454,0.074,synthetic
Electronic City,12.844042,77.658662,tech_park,2024-01-24,Wednesday,4,0,1,0.06,Low,517,10000,6.0,0,8,0.47,0.048,synthetic
Electronic City,12.844674,77.656217,tech_park,2024-01-24,Wednesday,5,0,1,0.13,Low,1371,10000,13.0,0,8,0.435,0.104,synthetic
Electronic City,12.848361,77.657821,tech_park,2024-01-24,Wednesday,6,0,0,0.209,Low,2063,10000,20.9,0,8,0.158,0.167,synthetic
Electronic City,12.842694,77.657874,tech_park,2024-01-24,Wednesday,7,0,0,0.227,Low,2246,10000,22.7,0,8,0.155,0.182,synthetic
Electronic City,12.848024,77.662545,tech_park,2024-01-24,Wednesday,8,0,0,0.688,High,6117,10000,68.8,0,8,0.062,0.55,synthetic
Electronic City,12.8483,77.661317,tech_park,2024-01-24,Wednesday,9,0,0,0.836,Extreme,8917,10000,83.6,0,8,0.033,0.669,synthetic
Electronic City,12.843307,77.657087,tech_park,2024-01-24,Wednesday,10,0,0,0.766,High,7091,10000,76.6,0,8,0.047,0.612,synthetic
Electronic City,12.843077,77.656291,tech_park,2024-01-24,Wednesday,11,0,0,0.758,High,7122,10000,75.8,0,8,0.048,0.607,synthetic
Electronic City,12.841405,77.657118,tech_park,2024-01-24,Wednesday,12,0,0,0.529,Moderate,5841,10000,52.9,0,8,0.094,0.423,synthetic
Electronic City,12.845822,77.663187,tech_park,2024-01-24,Wednesday,13,0,0,0.53,Moderate,5465,10000,53.0,0,8,0.094,0.424,synthetic
Electronic City,12.843785,77.659137,tech_park,2024-01-24,Wednesday,14,0,0,0.788,High,7494,10000,78.8,0,8,0.042,0.63,synthetic
Electronic City,12.845566,77.658388,tech_park,2024-01-24,Wednesday,15,0,0,0.814,Extreme,7217,10000,81.4,0,8,0.037,0.651,synthetic
Electronic City,12.84241,77.663269,tech_park,2024-01-24,Wednesday,16,0,0,0.682,High,6847,10000,68.2,0,8,0.064,0.546,synthetic
Electronic City,12.843555,77.656939,tech_park,2024-01-24,Wednesday,17,0,0,0.714,High,7882,10000,71.4,0,8,0.057,0.572,synthetic
Electronic City,12.845032,77.661108,tech_park,2024-01-24,Wednesday,18,0,0,0.769,High,6701,10000,76.9,0,8,0.046,0.615,synthetic
Electronic City,12.841764,77.663622,tech_park,2024-01-24,Wednesday,19,0,0,0.523,Moderate,4749,10000,52.3,0,8,0.095,0.419,synthetic
Electronic City,12.846734,77.662914,tech_park,2024-01-24,Wednesday,20,0,1,0.307,Moderate,3133,10000,30.7,0,8,0.346,0.246,synthetic
Electronic City,12.845219,77.659105,tech_park,2024-01-24,Wednesday,21,0,1,0.153,Low,1611,10000,15.3,0,8,0.424,0.122,synthetic
Electronic City,12.841361,77.661571,tech_park,2024-01-24,Wednesday,22,0,1,0.119,Low,1228,10000,11.9,0,8,0.44,0.095,synthetic
Electronic City,12.845485,77.663151,tech_park,2024-01-24,Wednesday,23,0,1,0.071,Low,656,10000,7.1,0,8,0.464,0.057,synthetic
Hebbal,13.034854,77.593115,commercial,2024-01-24,Wednesday,0,0,1,0.097,Low,414,4000,9.7,0,6,0.451,0.078,synthetic
Hebbal,13.038939,77.593677,commercial,2024-01-24,Wednesday,1,0,1,0.083,Low,298,4000,8.3,0,6,0.458,0.067,synthetic
Hebbal,13.036517,77.600738,commercial,2024-01-24,Wednesday,2,0,1,0.013,Low,51,4000,1.3,0,6,0.494,0.01,synthetic
Hebbal,13.033602,77.594506,commercial,2024-01-24,Wednesday,3,0,1,0.006,Low,23,4000,0.6,0,6,0.497,0.005,synthetic
Hebbal,13.035405,77.59648,commercial,2024-01-24,Wednesday,4,0,1,0.074,Low,301,4000,7.4,0,6,0.463,0.059,synthetic
Hebbal,13.036768,77.596463,commercial,2024-01-24,Wednesday,5,0,1,0.085,Low,355,4000,8.5,0,6,0.457,0.068,synthetic
Hebbal,13.039653,77.59684,commercial,2024-01-24,Wednesday,6,0,0,0.082,Low,324,4000,8.2,0,6,0.184,0.066,synthetic
Hebbal,13.034681,77.597735,commercial,2024-01-24,Wednesday,7,0,0,0.123,Low,491,4000,12.3,0,6,0.175,0.098,synthetic
Hebbal,13.03411,77.598247,commercial,2024-01-24,Wednesday,8,0,0,0.199,Low,856,4000,19.9,0,6,0.16,0.159,synthetic
Hebbal,13.033215,77.596365,commercial,2024-01-24,Wednesday,9,0,0,0.369,Moderate,1580,4000,36.9,0,6,0.126,0.295,synthetic
Hebbal,13.035218,77.598113,commercial,2024-01-24,Wednesday,10,0,0,0.408,Moderate,1481,4000,40.8,0,6,0.118,0.327,synthetic
Hebbal,13.033576,77.59431,commercial,2024-01-24,Wednesday,11,0,0,0.436,Moderate,1947,4000,43.6,0,6,0.113,0.349,synthetic
Hebbal,13.039263,77.598804,commercial,2024-01-24,Wednesday,12,0,0,0.484,Moderate,2218,4000,48.4,0,6,0.103,0.387,synthetic
Hebbal,13.037798,77.600551,commercial,2024-01-24,Wednesday,13,0,0,0.452,Moderate,1654,4000,45.2,0,6,0.11,0.362,synthetic
Hebbal,13.038606,77.593674,commercial,2024-01-24,Wednesday,14,0,0,0.419,Moderate,1493,4000,41.9,0,6,0.116,0.335,synthetic
Hebbal,13.037651,77.599105,commercial,2024-01-24,Wednesday,15,0,0,0.431,Moderate,1652,4000,43.1,0,6,0.114,0.345,synthetic
Hebbal,13.037687,77.59607,commercial,2024-01-24,Wednesday,16,0,0,0.521,Moderate,2166,4000,52.1,0,6,0.096,0.417,synthetic
Hebbal,13.034637,77.596708,commercial,2024-01-24,Wednesday,17,0,0,0.546,Moderate,1868,4000,54.6,0,6,0.091,0.437,synthetic
Hebbal,13.038005,77.597143,commercial,2024-01-24,Wednesday,18,0,0,0.62,High,2628,4000,62.0,0,6,0.076,0.496,synthetic
Hebbal,13.033215,77.595559,commercial,2024-01-24,Wednesday,19,0,0,0.532,Moderate,1960,4000,53.2,0,6,0.094,0.425,synthetic
Hebbal,13.031932,77.595409,commercial,2024-01-24,Wednesday,20,0,1,0.379,Moderate,1318,4000,37.9,0,6,0.311,0.303,synthetic
Hebbal,13.032884,77.599372,commercial,2024-01-24,Wednesday,21,0,1,0.277,Moderate,1145,4000,27.7,0,6,0.362,0.221,synthetic
Hebbal,13.033871,77.594891,commercial,2024-01-24,Wednesday,22,0,1,0.171,Low,641,4000,17.1,0,6,0.414,0.137,synthetic
Hebbal,13.037108,77.598783,commercial,2024-01-24,Wednesday,23,0,1,0.11,Low,447,4000,11.0,0,6,0.445,0.088,synthetic
Yelahanka,13.101136,77.597816,residential,2024-01-24,Wednesday,0,0,1,0.092,Low,275,3000,9.2,0,5,0.454,0.074,synthetic
Yelahanka,13.102573,77.599747,residential,2024-01-24,Wednesday,1,0,1,0.059,Low,164,3000,5.9,0,5,0.47,0.048,synthetic
Yelahanka,13.098185,77.598648,residential,2024-01-24,Wednesday,2,0,1,0.004,Low,11,3000,0.4,0,5,0.498,0.003,synthetic
Yelahanka,13.098382,77.597835,residential,2024-01-24,Wednesday,3,0,1,0.06,Low,170,3000,6.0,0,5,0.47,0.048,synthetic
Yelahanka,13.101717,77.596528,residential,2024-01-24,Wednesday,4,0,1,0.061,Low,208,3000,6.1,0,5,0.469,0.049,synthetic
Yelahanka,13.10145,77.592442,residential,2024-01-24,Wednesday,5,0,1,0.103,Low,321,3000,10.3,0,5,0.449,0.082,synthetic
Yelahanka,13.101755,77.599397,residential,2024-01-24,Wednesday,6,0,0,0.127,Low,337,3000,12.7,0,5,0.175,0.101,synthetic
Yelahanka,13.097478,77.59397,residential,2024-01-24,Wednesday,7,0,0,0.155,Low,482,3000,15.5,0,5,0.169,0.124,synthetic
Yelahanka,13.10043,77.597971,residential,2024-01-24,Wednesday,8,0,0,0.378,Moderate,1180,3000,37.8,0,5,0.124,0.302,synthetic
Yelahanka,13.103759,77.592646,residential,2024-01-24,Wednesday,9,0,0,0.369,Moderate,1037,3000,36.9,0,5,0.126,0.295,synthetic
Yelahanka,13.103044,77.597649,residential,2024-01-24,Wednesday,10,0,0,0.291,Moderate,875,3000,29.1,0,5,0.142,0.233,synthetic
Yelahanka,13.099593,77.597805,residential,2024-01-24,Wednesday,11,0,0,0.237,Low,739,3000,23.7,0,5,0.153,0.189,synthetic
Yelahanka,13.100369,77.59265,residential,2024-01-24,Wednesday,12,0,0,0.259,Moderate,701,3000,25.9,0,5,0.148,0.207,synthetic
Yelahanka,13.096663,77.593444,residential,2024-01-24,Wednesday,13,0,0,0.281,Moderate,896,3000,28.1,0,5,0.144,0.224,synthetic
Yelahanka,13.102345,77.598093,residential,2024-01-24,Wednesday,14,0,0,0.282,Moderate,974,3000,28.2,0,5,0.144,0.226,synthetic
Yelahanka,13.097606,77.595816,residential,2024-01-24,Wednesday,15,0,0,0.291,Moderate,856,3000,29.1,0,5,0.142,0.233,synthetic
Yelahanka,13.098013,77.592539,residential,2024-01-24,Wednesday,16,0,0,0.301,Moderate,797,3000,30.1,0,5,0.14,0.24,synthetic
Yelahanka,13.099545,77.598389,residential,2024-01-24,Wednesday,17,0,0,0.385,Moderate,996,3000,38.5,0,5,0.123,0.308,synthetic
Yelahanka,13.09968,77.598011,residential,2024-01-24,Wednesday,18,0,0,0.453,Moderate,1179,3000,45.3,0,5,0.109,0.362,synthetic
Yelahanka,13.099692,77.593004,residential,2024-01-24,Wednesday,19,0,0,0.422,Moderate,1429,3000,42.2,0,5,0.116,0.338,synthetic
Yelahanka,13.103262,77.595051,residential,2024-01-24,Wednesday,20,0,1,0.341,Moderate,1067,3000,34.1,0,5,0.329,0.273,synthetic
Yelahanka,13.104468,77.59492,residential,2024-01-24,Wednesday,21,0,1,0.252,Moderate,801,3000,25.2,0,5,0.374,0.202,synthetic
Yelahanka,13.103458,77.594932,residential,2024-01-24,Wednesday,22,0,1,0.147,Low,376,3000,14.7,0,5,0.427,0.117,synthetic
Yelahanka,13.100463,77.598853,residential,2024-01-24,Wednesday,23,0,1,0.078,Low,228,3000,7.8,0,5,0.461,0.063,synthetic
Marathahalli,12.962614,77.70079,commercial,2024-01-24,Wednesday,0,0,1,0.12,Low,894,6500,12.0,0,10,0.44,0.096,synthetic
Marathahalli,12.956659,77.69666,commercial,2024-01-24,Wednesday,1,0,1,0.086,Low,540,6500,8.6,0,10,0.457,0.069,synthetic
Marathahalli,12.956378,77.696568,commercial,2024-01-24,Wednesday,2,0,1,0.034,Low,210,6500,3.4,0,10,0.483,0.027,synthetic
Marathahalli,12.957951,77.695875,commercial,2024-01-24,Wednesday,3,0,1,0.096,Low,620,6500,9.6,0,10,0.452,0.077,synthetic
Marathahalli,12.955914,77.696258,commercial,2024-01-24,Wednesday,4,0,1,0.054,Low,307,6500,5.4,0,10,0.473,0.043,synthetic
Marathahalli,12.958748,77.695253,commercial,2024-01-24,Wednesday,5,0,1,0.093,Low,583,6500,9.3,0,10,0.453,0.075,synthetic
Marathahalli,12.959812,77.700761,commercial,2024-01-24,Wednesday,6,0,0,0.153,Low,1091,6500,15.3,0,10,0.169,0.123,synthetic
Marathahalli,12.957171,77.698516,commercial,2024-01-24,Wednesday,7,0,0,0.12,Low,734,6500,12.0,0,10,0.176,0.096,synthetic
Marathahalli,12.961567,77.693244,commercial,2024-01-24,Wednesday,8,0,0,0.295,Moderate,1709,6500,29.5,0,10,0.141,0.236,synthetic
Marathahalli,12.95573,77.695474,commercial,2024-01-24,Wednesday,9,0,0,0.507,Moderate,3446,6500,50.7,0,10,0.099,0.406,synthetic
Marathahalli,12.957601,77.699141,commercial,2024-01-24,Wednesday,10,0,0,0.54,Moderate,3408,6500,54.0,0,10,0.092,0.432,synthetic
Marathahalli,12.95803,77.696175,commercial,2024-01-24,Wednesday,11,0,0,0.645,High,4206,6500,64.5,0,10,0.071,0.516,synthetic
Marathahalli,12.959128,77.696879,commercial,2024-01-24,Wednesday,12,0,0,0.642,High,3745,6500,64.2,0,10,0.072,0.513,synthetic
Marathahalli,12.956452,77.700163,commercial,2024-01-24,Wednesday,13,0,0,0.619,High,4477,6500,61.9,0,10,0.076,0.495,synthetic
Marathahalli,12.962406,77.695323,commercial,2024-01-24,Wednesday,14,0,0,0.557,High,3112,6500,55.7,0,10,0.089,0.446,synthetic
Marathahalli,12.959759,77.6995,commercial,2024-01-24,Wednesday,15,0,0,0.626,High,3897,6500,62.6,0,10,0.075,0.501,synthetic
Marathahalli,12.959564,77.696749,commercial,2024-01-24,Wednesday,16,0,0,0.661,High,4091,6500,66.1,0,10,0.068,0.529,synthetic
Marathahalli,12.962653,77.695281,commercial,2024-01-24,Wednesday,17,0,0,0.719,High,4987,6500,71.9,0,10,0.056,0.575,synthetic
Marathahalli,12.962882,77.694368,commercial,2024-01-24,Wednesday,18,0,0,0.731,High,4112,6500,73.1,0,10,0.054,0.585,synthetic
Marathahalli,12.96194,77.696175,commercial,2024-01-24,Wednesday,19,0,0,0.689,High,4733,6500,68.9,0,10,0.062,0.552,synthetic
Marathahalli,12.958832,77.701054,commercial,2024-01-24,Wednesday,20,0,1,0.472,Moderate,3218,6500,47.2,0,10,0.264,0.378,synthetic
Marathahalli,12.959675,77.699373,commercial,2024-01-24,Wednesday,21,0,1,0.336,Moderate,2015,6500,33.6,0,10,0.332,0.269,synthetic
Marathahalli,12.957551,77.6954,commercial,2024-01-24,Wednesday,22,0,1,0.246,Low,1824,6500,24.6,0,10,0.377,0.197,synthetic
Marathahalli,12.960051,77.695969,commercial,2024-01-24,Wednesday,23,0,1,0.102,Low,583,6500,10.2,0,10,0.449,0.082,synthetic
Bannerghatta Road,12.899732,77.598175,residential,2024-01-24,Wednesday,0,0,1,0.039,Low,153,4500,3.9,0,7,0.48,0.031,synthetic
Bannerghatta Road,12.897027,77.595798,residential,2024-01-24,Wednesday,1,0,1,0.098,Low,449,4500,9.8,0,7,0.451,0.078,synthetic
Bannerghatta Road,12.896975,77.600801,residential,2024-01-24,Wednesday,2,0,1,0.026,Low,128,4500,2.6,0,7,0.487,0.021,synthetic
Bannerghatta Road,12.900426,77.595476,residential,2024-01-24,Wednesday,3,0,1,0.04,Low,156,4500,4.0,0,7,0.48,0.032,synthetic
Bannerghatta Road,12.89787,77.601198,residential,2024-01-24,Wednesday,4,0,1,0.08,Low,353,4500,8.0,0,7,0.46,0.064,synthetic
Bannerghatta Road,12.895501,77.601291,residential,2024-01-24,Wednesday,5,0,1,0.145,Low,563,4500,14.5,0,7,0.428,0.116,synthetic
Bannerghatta Road,12.902139,77.598964,residential,2024-01-24,Wednesday,6,0,0,0.205,Low,905,4500,20.5,0,7,0.159,0.164,synthetic
Bannerghatta Road,12.903275,77.601242,residential,2024-01-24,Wednesday,7,0,0,0.273,Moderate,1112,4500,27.3,0,7,0.145,0.218,synthetic
Bannerghatta Road,12.900055,77.600653,residential,2024-01-24,Wednesday,8,0,0,0.473,Moderate,1863,4500,47.3,0,7,0.105,0.378,synthetic
Bannerghatta Road,12.900537,77.597692,residential,2024-01-24,Wednesday,9,0,0,0.43,Moderate,1727,4500,43.0,0,7,0.114,0.344,synthetic
Bannerghatta Road,12.899402,77.599522,residential,2024-01-24,Wednesday,10,0,0,0.358,Moderate,1574,4500,35.8,0,7,0.128,0.286,synthetic
Bannerghatta Road,12.901071,77.593858,residential,2024-01-24,Wednesday,11,0,0,0.283,Moderate,1431,4500,28.3,0,7,0.143,0.226,synthetic
Bannerghatta Road,12.900293,77.595599,residential,2024-01-24,Wednesday,12,0,0,0.391,Moderate,1572,4500,39.1,0,7,0.122,0.312,synthetic
Bannerghatta Road,12.902157,77.59431,residential,2024-01-24,Wednesday,13,0,0,0.328,Moderate,1527,4500,32.8,0,7,0.134,0.263,synthetic
Bannerghatta Road,12.898187,77.598373,residential,2024-01-24,Wednesday,14,0,0,0.339,Moderate,1636,4500,33.9,0,7,0.132,0.271,synthetic
Bannerghatta Road,12.901699,77.596059,residential,2024-01-24,Wednesday,15,0,0,0.313,Moderate,1261,4500,31.3,0,7,0.137,0.25,synthetic
Bannerghatta Road,12.895778,77.595617,residential,2024-01-24,Wednesday,16,0,0,0.36,Moderate,1494,4500,36.0,0,7,0.128,0.288,synthetic
Bannerghatta Road,12.90177,77.600585,residential,2024-01-24,Wednesday,17,0,0,0.524,Moderate,2684,4500,52.4,0,7,0.095,0.419,synthetic
Bannerghatta Road,12.898154,77.59765,residential,2024-01-24,Wednesday,18,0,0,0.499,Moderate,2435,4500,49.9,0,7,0.1,0.399,synthetic
Bannerghatta Road,12.896162,77.593952,residential,2024-01-24,Wednesday,19,0,0,0.492,Moderate,1982,4500,49.2,0,7,0.102,0.393,synthetic
Bannerghatta Road,12.899887,77.597491,residential,2024-01-24,Wednesday,20,0,1,0.415,Moderate,1666,4500,41.5,0,7,0.292,0.332,synthetic
Bannerghatta Road,12.897472,77.597252,residential,2024-01-24,Wednesday,21,0,1,0.302,Moderate,1515,4500,30.2,0,7,0.349,0.241,synthetic
Bannerghatta Road,12.896813,77.598841,residential,2024-01-24,Wednesday,22,0,1,0.182,Low,935,4500,18.2,0,7,0.409,0.145,synthetic
Bannerghatta Road,12.896846,77.594721,residential,2024-01-24,Wednesday,23,0,1,0.112,Low,474,4500,11.2,0,7,0.444,0.09,synthetic
Shivajinagar,12.981148,77.599353,commercial,2024-01-24,Wednesday,0,0,1,0.052,Low,254,5500,5.2,1,9,0.474,0.041,synthetic
Shivajinagar,12.987086,77.596495,commercial,2024-01-24,Wednesday,1,0,1,0.03,Low,180,5500,3.0,1,9,0.485,0.024,synthetic
Shivajinagar,12.98772,77.601463,commercial,2024-01-24,Wednesday,2,0,1,0.021,Low,103,5500,2.1,1,9,0.489,0.017,synthetic
Shivajinagar,12.983151,77.594199,commercial,2024-01-24,Wednesday,3,0,1,0.028,Low,151,5500,2.8,1,9,0.486,0.022,synthetic
Shivajinagar,12.982516,77.593648,commercial,2024-01-24,Wednesday,4,0,1,0.038,Low,204,5500,3.8,1,9,0.481,0.03,synthetic
Shivajinagar,12.981056,77.600121,commercial,2024-01-24,Wednesday,5,0,1,0.063,Low,317,5500,6.3,1,9,0.469,0.05,synthetic
Shivajinagar,12.986166,77.595353,commercial,2024-01-24,Wednesday,6,0,0,0.134,Low,702,5500,13.4,1,9,0.173,0.107,synthetic
Shivajinagar,12.984555,77.596783,commercial,2024-01-24,Wednesday,7,0,0,0.187,Low,1015,5500,18.7,1,9,0.163,0.15,synthetic
Shivajinagar,12.981883,77.597316,commercial,2024-01-24,Wednesday,8,0,0,0.341,Moderate,2106,5500,34.1,1,9,0.132,0.273,synthetic
Shivajinagar,12.987215,77.60023,commercial,2024-01-24,Wednesday,9,0,0,0.507,Moderate,2739,5500,50.7,1,9,0.099,0.406,synthetic
Shivajinagar,12.983015,77.600222,commercial,2024-01-24,Wednesday,10,0,0,0.623,High,3633,5500,62.3,1,9,0.075,0.498,synthetic
Shivajinagar,12.980106,77.600532,commercial,2024-01-24,Wednesday,11,0,0,0.546,Moderate,2658,5500,54.6,1,9,0.091,0.437,synthetic
Shivajinagar,12.982326,77.599788,commercial,2024-01-24,Wednesday,12,0,0,0.549,Moderate,2951,5500,54.9,1,9,0.09,0.439,synthetic
Shivajinagar,12.980131,77.600605,commercial,2024-01-24,Wednesday,13,0,0,0.516,Moderate,2760,5500,51.6,1,9,0.097,0.413,synthetic
Shivajinagar,12.980432,77.595249,commercial,2024-01-24,Wednesday,14,0,0,0.53,Moderate,3327,5500,53.0,1,9,0.094,0.424,synthetic
Shivajinagar,12.98048,77.598367,commercial,2024-01-24,Wednesday,15,0,0,0.544,Moderate,3397,5500,54.4,1,9,0.091,0.435,synthetic
Shivajinagar,12.985886,77.598689,commercial,2024-01-24,Wednesday,16,0,0,0.543,Moderate,3366,5500,54.3,1,9,0.091,0.435,synthetic
Shivajinagar,12.987443,77.596645,commercial,2024-01-24,Wednesday,17,0,0,0.741,High,4405,5500,74.1,1,9,0.052,0.593,synthetic
Shivajinagar,12.982839,77.595794,commercial,2024-01-24,Wednesday,18,0,0,0.799,High,4277,5500,79.9,1,9,0.04,0.639,synthetic
Shivajinagar,12.981283,77.595986,commercial,2024-01-24,Wednesday,19,0,0,0.687,High,4166,5500,68.7,1,9,0.063,0.55,synthetic
Shivajinagar,12.984699,77.595981,commercial,2024-01-24,Wednesday,20,0,1,0.522,Moderate,2658,5500,52.2,1,9,0.239,0.417,synthetic
Shivajinagar,12.986279,77.596292,commercial,2024-01-24,Wednesday,21,0,1,0.402,Moderate,2263,5500,40.2,1,9,0.299,0.322,synthetic
Shivajinagar,12.984888,77.599613,commercial,2024-01-24,Wednesday,22,0,1,0.156,Low,886,5500,15.6,1,9,0.422,0.125,synthetic
Shivajinagar,12.985134,77.598752,commercial,2024-01-24,Wednesday,23,0,1,0.142,Low,708,5500,14.2,1,9,0.429,0.113,synthetic
Jayanagar,12.925075,77.582231,residential,2024-01-24,Wednesday,0,0,1,0.078,Low,281,4000,7.8,0,8,0.461,0.062,synthetic
Jayanagar,12.926612,77.58626,residential,2024-01-24,Wednesday,1,0,1,0.042,Low,193,4000,4.2,0,8,0.479,0.034,synthetic
Jayanagar,12.922691,77.580221,residential,2024-01-24,Wednesday,2,0,1,0.044,Low,193,4000,4.4,0,8,0.478,0.035,synthetic
Jayanagar,12.922815,77.580834,residential,2024-01-24,Wednesday,3,0,1,0.022,Low,83,4000,2.2,0,8,0.489,0.018,synthetic
Jayanagar,12.923463,77.586293,residential,2024-01-24,Wednesday,4,0,1,0.074,Low,273,4000,7.4,0,8,0.463,0.059,synthetic
Jayanagar,12.923894,77.585336,residential,2024-01-24,Wednesday,5,0,1,0.136,Low,503,4000,13.6,0,8,0.432,0.109,synthetic
Jayanagar,12.923159,77.583821,residential,2024-01-24,Wednesday,6,0,0,0.169,Low,712,4000,16.9,0,8,0.166,0.135,synthetic
Jayanagar,12.927029,77.58521,residential,2024-01-24,Wednesday,7,0,0,0.197,Low,751,4000,19.7,0,8,0.161,0.158,synthetic
Jayanagar,12.925804,77.585965,residential,2024-01-24,Wednesday,8,0,0,0.41,Moderate,1441,4000,41.0,0,8,0.118,0.328,synthetic
Jayanagar,12.928068,77.584798,residential,2024-01-24,Wednesday,9,0,0,0.394,Moderate,1683,4000,39.4,0,8,0.121,0.315,synthetic
Jayanagar,12.92439,77.587248,residential,2024-01-24,Wednesday,10,0,0,0.287,Moderate,1234,4000,28.7,0,8,0.143,0.229,synthetic
Jayanagar,12.926481,77.583541,residential,2024-01-24,Wednesday,11,0,0,0.293,Moderate,1267,4000,29.3,0,8,0.141,0.234,synthetic
Jayanagar,12.921818,77.582514,residential,2024-01-24,Wednesday,12,0,0,0.377,Moderate,1561,4000,37.7,0,8,0.125,0.302,synthetic
Jayanagar,12.92376,77.581947,residential,2024-01-24,Wednesday,13,0,0,0.347,Moderate,1320,4000,34.7,0,8,0.131,0.278,synthetic
Jayanagar,12.926008,77.582471,residential,2024-01-24,Wednesday,14,0,0,0.287,Moderate,1252,4000,28.7,0,8,0.143,0.23,synthetic
Jayanagar,12.928035,77.586412,residential,2024-01-24,Wednesday,15,0,0,0.329,Moderate,1355,4000,32.9,0,8,0.134,0.263,synthetic
Jayanagar,12.929363,77.580307,residential,2024-01-24,Wednesday,16,0,0,0.35,Moderate,1302,4000,35.0,0,8,0.13,0.28,synthetic
