area,latitude,longitude,date,hour,month,weather_condition,rainfall_mm_hr,visibility_km,visibility_score,wind_speed_kmh,humidity_pct,temperature_c,flood_risk,waterlogging_risk,road_slipperiness,weather_severity,is_night,data_source
Hebbal,13.034328,77.601226,2024-01-21,0,1,Clear,0.0,11.4,0.95,11.5,46.0,17.7,0.0,0.027,0.056,0.065,1,synthetic
Hebbal,13.035551,77.596503,2024-01-21,1,1,Clear,0.0,12.4,1.0,3.7,43.4,17.5,0.0,0.0,0.075,0.081,1,synthetic
Hebbal,13.03701,77.595088,2024-01-21,2,1,Clear,0.0,12.7,1.0,12.3,44.1,19.3,0.042,0.024,0.078,0.076,1,synthetic
Hebbal,13.035205,77.596406,2024-01-21,3,1,Cloudy,0.0,8.8,0.733,10.1,66.3,16.9,0.0,0.016,0.098,0.072,1,synthetic
Hebbal,13.031955,77.600828,2024-01-21,4,1,Cloudy,0.0,9.5,0.792,15.2,62.4,17.4,0.0,0.0,0.105,0.081,1,synthetic
Hebbal,13.037749,77.600562,2024-01-21,5,1,Cloudy,0.0,9.4,0.783,8.2,66.2,20.2,0.018,0.012,0.105,0.142,1,synthetic
Hebbal,13.035179,77.596368,2024-01-21,6,1,Clear,0.0,12.5,1.0,3.3,42.4,17.6,0.008,0.0,0.071,0.05,0,synthetic
Hebbal,13.035994,77.599148,2024-01-21,7,1,Clear,0.0,11.5,0.958,4.8,49.3,16.1,0.006,0.012,0.043,0.06,0,synthetic
Hebbal,13.030978,77.600228,2024-01-21,8,1,Clear,0.0,12.8,1.0,5.0,44.8,18.2,0.009,0.0,0.027,0.049,0,synthetic
Hebbal,13.038927,77.597897,2024-01-21,9,1,Clear,0.0,12.6,1.0,9.5,43.8,21.1,0.058,0.038,0.044,0.001,0,synthetic
Hebbal,13.037282,77.59998,2024-01-21,10,1,Clear,0.0,12.3,1.0,4.2,49.3,22.1,0.056,0.034,0.051,0.027,0,synthetic
Hebbal,13.038123,77.596595,2024-01-21,11,1,Fog,0.19,0.5,0.042,6.2,86.0,22.3,0.0,0.017,0.15,0.507,0,synthetic
Hebbal,13.0347,77.599393,2024-01-21,12,1,Clear,0.0,11.5,0.958,8.7,47.1,22.2,0.0,0.0,0.032,0.028,0,synthetic
Hebbal,13.03968,77.59357,2024-01-21,13,1,Cloudy,0.0,9.8,0.817,9.1,62.9,22.0,0.06,0.05,0.061,0.071,0,synthetic
Hebbal,13.030987,77.601359,2024-01-21,14,1,Clear,0.0,11.2,0.933,5.4,45.2,23.8,0.0,0.024,0.073,0.066,0,synthetic
Hebbal,13.039698,77.601365,2024-01-21,15,1,Clear,0.0,12.4,1.0,7.6,40.0,24.2,0.0,0.0,0.033,0.019,0,synthetic
Hebbal,13.038668,77.598008,2024-01-21,16,1,Clear,0.0,11.7,0.975,10.9,45.1,23.7,0.002,0.005,0.034,0.08,0,synthetic
Hebbal,13.039157,77.599571,2024-01-21,17,1,Cloudy,0.0,9.5,0.792,13.1,60.4,20.6,0.0,0.0,0.098,0.094,0,synthetic
Hebbal,13.036789,77.601646,2024-01-21,18,1,Cloudy,0.0,8.9,0.742,9.8,66.1,19.9,0.059,0.023,0.063,0.097,0,synthetic
Hebbal,13.039642,77.600397,2024-01-21,19,1,Clear,0.0,11.8,0.983,12.0,45.7,21.7,0.0,0.001,0.08,0.081,0,synthetic
Hebbal,13.036048,77.599579,2024-01-21,20,1,Strong Wind,0.89,8.2,0.683,67.1,55.1,21.2,0.0,0.008,0.144,0.527,1,synthetic
Hebbal,13.036769,77.595605,2024-01-21,21,1,Clear,0.0,11.9,0.992,9.1,41.3,21.9,0.058,0.077,0.059,0.069,1,synthetic
Hebbal,13.03445,77.596367,2024-01-21,22,1,Fog,0.17,0.2,0.017,0.8,93.7,18.6,0.018,0.044,0.166,0.519,1,synthetic
Hebbal,13.04055,77.600299,2024-01-21,23,1,Fog,0.17,1.2,0.1,6.2,94.3,19.3,0.0,0.0,0.124,0.526,1,synthetic
Yelahanka,13.100419,77.600506,2024-01-21,0,1,Clear,0.0,12.5,1.0,10.8,47.3,17.1,0.035,0.005,0.071,0.084,1,synthetic
Yelahanka,13.102783,77.593223,2024-01-21,1,1,Strong Wind,1.0,8.5,0.708,63.1,63.2,16.8,0.0,0.0,0.134,0.491,1,synthetic
Yelahanka,13.103546,77.596925,2024-01-21,2,1,Clear,0.0,12.7,1.0,12.2,48.0,19.3,0.0,0.0,0.043,0.058,1,synthetic
Yelahanka,13.098042,77.59757,2024-01-21,3,1,Fog,0.2,0.2,0.017,4.6,91.8,18.0,0.004,0.01,0.166,0.566,1,synthetic
Yelahanka,13.099689,77.597062,2024-01-21,4,1,Cloudy,0.0,9.0,0.75,13.9,66.3,18.6,0.0,0.0,0.093,0.122,1,synthetic
Yelahanka,13.102771,77.6006,2024-01-21,5,1,Cloudy,0.0,8.5,0.708,16.0,62.5,22.2,0.0,0.009,0.104,0.104,1,synthetic
Yelahanka,13.103441,77.592607,2024-01-21,6,1,Clear,0.0,12.1,1.0,9.9,48.8,15.9,0.0,0.0,0.034,0.083,0,synthetic
Yelahanka,13.100525,77.594168,2024-01-21,7,1,Clear,0.0,12.2,1.0,4.4,49.1,17.9,0.0,0.0,0.037,0.083,0,synthetic
Yelahanka,13.097838,77.595081,2024-01-21,8,1,Clear,0.0,12.7,1.0,5.3,46.0,15.6,0.0,0.025,0.07,0.031,0,synthetic
Yelahanka,13.103714,77.600656,2024-01-21,9,1,Fog,0.24,0.6,0.05,1.3,92.0,21.9,0.017,0.005,0.135,0.578,0,synthetic
Yelahanka,13.098796,77.592722,2024-01-21,10,1,Clear,0.0,11.9,0.992,6.5,46.3,22.4,0.0,0.0,0.074,0.043,0,synthetic
Yelahanka,13.103946,77.59459,2024-01-21,11,1,Cloudy,0.0,8.6,0.717,15.7,59.7,20.6,0.0,0.0,0.093,0.091,0,synthetic
Yelahanka,13.098612,77.593557,2024-01-21,12,1,Cloudy,0.0,8.8,0.733,13.7,61.0,20.7,0.033,0.03,0.11,0.145,0,synthetic
Yelahanka,13.099911,77.600964,2024-01-21,13,1,Clear,0.0,12.5,1.0,5.1,44.9,19.7,0.029,0.049,0.059,0.078,0,synthetic
Yelahanka,13.103688,77.597076,2024-01-21,14,1,Clear,0.0,11.6,0.967,6.2,41.3,25.4,0.029,0.024,0.056,0.044,0,synthetic
Yelahanka,13.095934,77.597086,2024-01-21,15,1,Cloudy,0.0,9.2,0.767,8.3,61.8,25.1,0.013,0.007,0.088,0.112,0,synthetic
Yelahanka,13.096421,77.594665,2024-01-21,16,1,Clear,0.0,12.1,1.0,12.5,49.1,24.4,0.025,0.051,0.034,0.087,0,synthetic
Yelahanka,13.102054,77.596018,2024-01-21,17,1,Clear,0.0,12.5,1.0,9.2,41.1,21.1,0.003,0.002,0.028,0.094,0,synthetic
Yelahanka,13.098284,77.600592,2024-01-21,18,1,Strong Wind,1.15,7.9,0.658,66.0,57.4,21.3,0.012,0.01,0.108,0.516,0,synthetic
Yelahanka,13.100876,77.593148,2024-01-21,19,1,Cloudy,0.0,9.1,0.758,8.3,64.5,19.7,0.0,0.03,0.069,0.092,0,synthetic
Yelahanka,13.098327,77.599502,2024-01-21,20,1,Cloudy,0.0,9.7,0.808,15.4,62.3,20.1,0.021,0.012,0.073,0.075,1,synthetic
Yelahanka,13.096631,77.600722,2024-01-21,21,1,Cloudy,0.0,9.5,0.792,12.7,62.7,21.5,0.0,0.006,0.081,0.057,1,synthetic
Yelahanka,13.096211,77.595998,2024-01-21,22,1,Clear,0.0,11.8,0.983,10.5,47.7,19.1,0.005,0.013,0.069,0.014,1,synthetic
Yelahanka,13.102379,77.5968,2024-01-21,23,1,Cloudy,0.0,8.2,0.683,10.3,64.0,17.1,0.044,0.028,0.096,0.14,1,synthetic
Marathahalli,12.959447,77.698399,2024-01-21,0,1,Cloudy,0.0,9.2,0.767,8.2,65.5,17.2,0.037,0.033,0.095,0.143,1,synthetic
Marathahalli,12.959123,77.696071,2024-01-21,1,1,Clear,0.0,12.4,1.0,9.3,47.9,16.5,0.0,0.0,0.065,0.021,1,synthetic
Marathahalli,12.959025,77.69477,2024-01-21,2,1,Cloudy,0.0,8.6,0.717,11.0,63.7,19.4,0.0,0.0,0.108,0.077,1,synthetic
Marathahalli,12.963928,77.694408,2024-01-21,3,1,Clear,0.0,11.2,0.933,9.2,43.1,18.0,0.062,0.055,0.073,0.08,1,synthetic
Marathahalli,12.956199,77.692603,2024-01-21,4,1,Clear,0.0,12.7,1.0,7.2,40.4,19.0,0.014,0.01,0.035,0.037,1,synthetic
Marathahalli,12.954514,77.695173,2024-01-21,5,1,Strong Wind,0.96,7.7,0.642,62.3,55.2,20.6,0.026,0.029,0.127,0.545,1,synthetic
Marathahalli,12.95899,77.698584,2024-01-21,6,1,Clear,0.0,12.6,1.0,3.4,48.5,17.0,0.0,0.016,0.075,0.057,0,synthetic
Marathahalli,12.956544,77.693969,2024-01-21,7,1,Clear,0.0,11.2,0.933,7.1,42.2,17.0,0.0,0.029,0.043,0.021,0,synthetic
Marathahalli,12.95777,77.697593,2024-01-21,8,1,Fog,0.25,0.3,0.025,5.6,88.4,16.0,0.022,0.047,0.169,0.559,0,synthetic
Marathahalli,12.959286,77.697793,2024-01-21,9,1,Clear,0.0,12.1,1.0,11.2,43.3,20.8,0.0,0.027,0.057,0.073,0,synthetic
Marathahalli,12.954205,77.695878,2024-01-21,10,1,Cloudy,0.0,8.3,0.692,12.9,57.6,19.6,0.0,0.0,0.051,0.052,0,synthetic
Marathahalli,12.959941,77.694843,2024-01-21,11,1,Clear,0.0,12.2,1.0,6.8,48.3,19.7,0.0,0.0,0.044,0.02,0,synthetic
Marathahalli,12.954855,77.697999,2024-01-21,12,1,Clear,0.0,12.7,1.0,6.4,47.2,22.5,0.057,0.07,0.057,0.078,0,synthetic
Marathahalli,12.962199,77.699245,2024-01-21,13,1,Clear,0.0,11.7,0.975,4.7,41.3,21.2,0.0,0.0,0.075,0.087,0,synthetic
Marathahalli,12.960677,77.694176,2024-01-21,14,1,Clear,0.0,11.7,0.975,3.8,40.9,24.6,0.006,0.002,0.039,0.067,0,synthetic
Marathahalli,12.960511,77.692196,2024-01-21,15,1,Clear,0.0,12.0,1.0,3.2,40.8,24.4,0.061,0.075,0.057,0.069,0,synthetic
Marathahalli,12.961035,77.694607,2024-01-21,16,1,Clear,0.0,12.2,1.0,4.5,43.5,24.3,0.0,0.023,0.069,0.022,0,synthetic
Marathahalli,12.959031,77.694962,2024-01-21,17,1,Cloudy,0.0,8.8,0.733,10.2,63.9,20.5,0.009,0.003,0.09,0.081,0,synthetic
Marathahalli,12.957326,77.698375,2024-01-21,18,1,Clear,0.0,12.0,1.0,8.1,40.4,19.7,0.024,0.05,0.069,0.074,0,synthetic
Marathahalli,12.962377,77.698777,2024-01-21,19,1,Clear,0.0,11.4,0.95,12.3,40.1,20.7,0.048,0.018,0.066,0.03,0,synthetic
Marathahalli,12.963249,77.699156,2024-01-21,20,1,Cloudy,0.0,9.4,0.783,13.8,61.2,22.2,0.058,0.049,0.109,0.112,1,synthetic
Marathahalli,12.960194,77.696055,2024-01-21,21,1,Cloudy,0.0,8.3,0.692,8.1,59.8,21.0,0.0,0.0,0.077,0.141,1,synthetic
Marathahalli,12.959191,77.700323,2024-01-21,22,1,Clear,0.0,12.3,1.0,3.9,47.7,18.5,0.0,0.0,0.071,0.074,1,synthetic
Marathahalli,12.954143,77.698707,2024-01-21,23,1,Clear,0.0,11.8,0.983,6.2,48.9,19.4,0.026,0.0,0.025,0.031,1,synthetic
Bannerghatta Road,12.895421,77.599485,2024-01-21,0,1,Clear,0.0,12.5,1.0,8.8,49.5,18.7,0.0,0.018,0.059,0.018,1,synthetic
Bannerghatta Road,12.894612,77.597561,2024-01-21,1,1,Clear,0.0,12.3,1.0,6.7,42.5,18.9,0.053,0.045,0.065,0.024,1,synthetic
Bannerghatta Road,12.894756,77.595991,2024-01-21,2,1,Clear,0.0,11.7,0.975,9.8,40.6,18.8,0.031,0.03,0.075,0.056,1,synthetic
Bannerghatta Road,12.896099,77.600412,2024-01-21,3,1,Clear,0.0,11.9,0.992,5.3,43.1,17.0,0.057,0.067,0.035,0.062,1,synthetic
Bannerghatta Road,12.895209,77.593469,2024-01-21,4,1,Fog,0.18,1.0,0.083,4.7,94.5,19.2,0.038,0.046,0.14,0.583,1,synthetic
Bannerghatta Road,12.903518,77.592596,2024-01-21,5,1,Cloudy,0.0,8.4,0.7,16.6,66.9,21.3,0.0,0.007,0.061,0.082,1,synthetic
Bannerghatta Road,12.897487,77.593685,2024-01-21,6,1,Clear,0.0,11.4,0.95,7.4,44.7,16.6,0.012,0.018,0.065,0.021,0,synthetic
Bannerghatta Road,12.897103,77.597295,2024-01-21,7,1,Cloudy,0.0,8.9,0.742,13.3,59.5,15.5,0.0,0.024,0.052,0.11,0,synthetic
Bannerghatta Road,12.900694,77.595953,2024-01-21,8,1,Cloudy,0.0,8.4,0.7,10.6,64.9,16.1,0.029,0.014,0.051,0.082,0,synthetic
Bannerghatta Road,12.897049,77.598961,2024-01-21,9,1,Cloudy,0.0,8.9,0.742,15.2,65.9,20.8,0.038,0.054,0.054,0.121,0,synthetic
Bannerghatta Road,12.902298,77.599381,2024-01-21,10,1,Clear,0.0,11.6,0.967,6.0,46.3,20.3,0.027,0.028,0.047,0.047,0,synthetic
Bannerghatta Road,12.89484,77.595317,2024-01-21,11,1,Clear,0.0,11.3,0.942,10.4,44.7,20.0,0.013,0.003,0.022,0.071,0,synthetic
Bannerghatta Road,12.90197,77.592984,2024-01-21,12,1,Clear,0.0,11.5,0.958,4.1,41.1,21.1,0.0,0.012,0.049,0.093,0,synthetic
Bannerghatta Road,12.894628,77.597391,2024-01-21,13,1,Cloudy,0.0,9.7,0.808,11.6,57.4,21.5,0.06,0.05,0.101,0.086,0,synthetic
Bannerghatta Road,12.900999,77.60191,2024-01-21,14,1,Clear,0.0,12.8,1.0,7.1,47.6,26.1,0.0,0.019,0.048,0.053,0,synthetic
Bannerghatta Road,12.901475,77.5949,2024-01-21,15,1,Clear,0.0,12.6,1.0,5.6,40.3,25.7,0.0,0.0,0.043,0.023,0,synthetic
Bannerghatta Road,12.898975,77.599275,2024-01-21,16,1,Clear,0.0,12.7,1.0,5.5,43.4,25.5,0.0,0.011,0.064,0.008,0,synthetic
Bannerghatta Road,12.903898,77.592852,2024-01-21,17,1,Clear,0.0,11.6,0.967,7.5,46.5,20.2,0.036,0.015,0.045,0.05,0,synthetic
Bannerghatta Road,12.903898,77.595718,2024-01-21,18,1,Cloudy,0.0,9.4,0.783,12.5,64.1,22.4,0.0,0.0,0.052,0.07,0,synthetic
Bannerghatta Road,12.898955,77.599718,2024-01-21,19,1,Strong Wind,0.89,7.5,0.625,62.3,56.0,20.1,0.0,0.024,0.095,0.452,0,synthetic
Bannerghatta Road,12.903292,77.597998,2024-01-21,20,1,Cloudy,0.0,9.0,0.75,7.9,63.2,19.5,0.005,0.025,0.085,0.056,1,synthetic
Bannerghatta Road,12.895516,77.599283,2024-01-21,21,1,Fog,0.19,1.2,0.1,7.5,86.6,21.8,0.048,0.028,0.163,0.516,1,synthetic
Bannerghatta Road,12.898842,77.601264,2024-01-21,22,1,Cloudy,0.0,9.1,0.758,14.1,66.2,19.2,0.033,0.047,0.056,0.144,1,synthetic
Bannerghatta Road,12.90081,77.59802,2024-01-21,23,1,Clear,0.0,11.3,0.942,7.0,40.6,18.4,0.008,0.0,0.052,0.066,1,synthetic
Shivajinagar,12.979983,77.60027,2024-01-21,0,1,Clear,0.0,12.0,1.0,12.8,42.0,18.6,0.011,0.034,0.078,0.096,1,synthetic
Shivajinagar,12.986543,77.594024,2024-01-21,1,1,Clear,0.0,12.1,1.0,7.7,44.8,18.1,0.0,0.006,0.065,0.038,1,synthetic
Shivajinagar,12.980495,77.597536,2024-01-21,2,1,Fog,0.16,0.2,0.017,3.1,87.7,17.5,0.002,0.029,0.162,0.597,1,synthetic
Shivajinagar,12.982797,77.599083,2024-01-21,3,1,Clear,0.0,12.2,1.0,7.1,42.4,16.9,0.027,0.035,0.057,0.082,1,synthetic
Shivajinagar,12.986054,77.597193,2024-01-21,4,1,Cloudy,0.0,9.8,0.817,16.1,62.4,18.1,0.0,0.0,0.073,0.065,1,synthetic
Shivajinagar,12.979369,77.599559,2024-01-21,5,1,Clear,0.0,11.2,0.933,4.1,47.7,21.8,0.042,0.042,0.044,0.071,1,synthetic
Shivajinagar,12.979566,77.60048,2024-01-21,6,1,Clear,0.0,12.1,1.0,10.5,42.0,18.5,0.02,0.034,0.054,0.074,0,synthetic
Shivajinagar,12.983586,77.600871,2024-01-21,7,1,Clear,0.0,12.0,1.0,5.7,44.4,16.6,0.002,0.0,0.058,0.057,0,synthetic
Shivajinagar,12.981349,77.594855,2024-01-21,8,1,Clear,0.0,11.2,0.933,9.5,48.6,18.0,0.0,0.012,0.038,0.017,0,synthetic
Shivajinagar,12.988336,77.592526,2024-01-21,9,1,Clear,0.0,12.2,1.0,6.1,49.5,20.2,0.0,0.0,0.08,0.0,0,synthetic
Shivajinagar,12.986631,77.594581,2024-01-21,10,1,Strong Wind,1.25,8.7,0.725,60.2,57.6,21.5,0.008,0.022,0.1,0.488,0,synthetic
Shivajinagar,12.981208,77.595386,2024-01-21,11,1,Clear,0.0,12.5,1.0,10.2,40.9,21.2,0.044,0.018,0.072,0.051,0,synthetic
Shivajinagar,12.979014,77.601107,2024-01-21,12,1,Clear,0.0,12.6,1.0,10.7,45.3,19.7,0.02,0.0,0.034,0.067,0,synthetic
Shivajinagar,12.984599,77.595848,2024-01-21,13,1,Clear,0.0,11.9,0.992,8.0,46.0,20.8,0.013,0.012,0.048,0.082,0,synthetic
Shivajinagar,12.984914,77.599622,2024-01-21,14,1,Clear,0.0,12.3,1.0,6.6,43.6,24.5,0.0,0.015,0.045,0.074,0,synthetic
Shivajinagar,12.987961,77.599889,2024-01-21,15,1,Clear,0.0,12.6,1.0,7.2,41.5,25.1,0.056,0.047,0.054,0.097,0,synthetic
Shivajinagar,12.988927,77.59867,2024-01-21,16,1,Cloudy,0.0,8.4,0.7,12.0,66.0,26.4,0.037,0.006,0.094,0.052,0,synthetic
Shivajinagar,12.979016,77.599738,2024-01-21,17,1,Clear,0.0,11.4,0.95,5.6,46.4,21.1,0.005,0.005,0.072,0.079,0,synthetic
Shivajinagar,12.985546,77.595619,2024-01-21,18,1,Cloudy,0.0,9.6,0.8,15.7,58.0,19.6,0.05,0.058,0.053,0.133,0,synthetic
Shivajinagar,12.986275,77.597975,2024-01-21,19,1,Cloudy,0.0,8.4,0.7,8.7,60.0,20.1,0.0,0.014,0.087,0.136,0,synthetic
Shivajinagar,12.988644,77.59735,2024-01-21,20,1,Cloudy,0.0,9.5,0.792,13.2,57.8,21.1,0.0,0.0,0.062,0.128,1,synthetic
Shivajinagar,12.986745,77.599488,2024-01-21,21,1,Cloudy,0.0,8.4,0.7,13.8,65.2,19.9,0.0,0.012,0.073,0.147,1,synthetic
Shivajinagar,12.982704,77.594844,2024-01-21,22,1,Clear,0.0,11.5,0.958,3.7,45.5,17.0,0.044,0.024,0.055,0.062,1,synthetic
Shivajinagar,12.980615,77.599994,2024-01-21,23,1,Clear,0.0,11.6,0.967,7.4,48.2,19.5,0.0,0.013,0.029,0.069,1,synthetic
Jayanagar,12.920915,77.580615,2024-01-21,0,1,Clear,0.0,12.7,1.0,6.2,40.4,18.3,0.004,0.013,0.053,0.097,1,synthetic
Jayanagar,12.923927,77.583848,2024-01-21,1,1,Fog,0.23,0.2,0.017,1.7,93.1,19.2,0.008,0.02,0.132,0.503,1,synthetic
Jayanagar,12.929004,77.582067,2024-01-21,2,1,Clear,0.0,12.5,1.0,5.0,48.8,19.2,0.053,0.073,0.069,0.018,1,synthetic
Jayanagar,12.924495,77.587679,2024-01-21,3,1,Clear,0.0,12.4,1.0,11.8,45.8,17.3,0.0,0.0,0.051,0.023,1,synthetic
Jayanagar,12.923061,77.580826,2024-01-21,4,1,Cloudy,0.0,9.6,0.8,11.7,65.4,17.8,0.037,0.03,0.102,0.078,1,synthetic
Jayanagar,12.928869,77.580527,2024-01-21,5,1,Cloudy,0.0,8.4,0.7,11.7,63.1,20.1,0.003,0.01,0.054,0.108,1,synthetic
Jayanagar,12.923528,77.57967,2024-01-21,6,1,Clear,0.0,11.9,0.992,4.6,45.9,16.5,0.036,0.034,0.029,0.048,0,synthetic
Jayanagar,12.930603,77.580773,2024-01-21,7,1,Fog,0.17,0.2,0.017,1.1,85.5,17.8,0.038,0.046,0.148,0.53,0,synthetic
Jayanagar,12.928547,77.582377,2024-01-21,8,1,Clear,0.0,12.0,1.0,6.0,46.4,16.1,0.005,0.006,0.071,0.091,0,synthetic
Jayanagar,12.92605,77.58545,2024-01-21,9,1,Clear,0.0,12.6,1.0,3.7,47.8,20.0,0.033,0.004,0.065,0.099,0,synthetic
Jayanagar,12.922331,77.582782,2024-01-21,10,1,Clear,0.0,12.4,1.0,6.9,49.0,19.6,0.013,0.0,0.073,0.006,0,synthetic
Jayanagar,12.927026,77.585705,2024-01-21,11,1,Clear,0.0,12.6,1.0,8.1,47.2,22.0,0.036,0.008,0.056,0.039,0,synthetic
Jayanagar,12.928938,77.586258,2024-01-21,12,1,Cloudy,0.0,9.0,0.75,14.1,57.6,21.3,0.0,0.011,0.08,0.082,0,synthetic
Jayanagar,12.922961,77.583175,2024-01-21,13,1,Clear,0.0,12.4,1.0,11.7,46.4,20.1,0.021,0.028,0.063,0.015,0,synthetic
Jayanagar,12.921456,77.585414,2024-01-21,14,1,Clear,0.0,11.8,0.983,6.1,44.3,24.4,0.0,0.004,0.06,0.084,0,synthetic
Jayanagar,12.927461,77.5808,2024-01-21,15,1,Cloudy,0.0,8.8,0.733,13.2,58.5,25.0,0.0,0.021,0.076,0.103,0,synthetic
Jayanagar,12.927366,77.583714,2024-01-21,16,1,Clear,0.0,12.3,1.0,9.2,47.1,25.0,0.047,0.069,0.046,0.07,0,synthetic
Jayanagar,12.925908,77.582513,2024-01-21,17,1,Clear,0.0,12.1,1.0,10.8,44.1,20.7,0.051,0.068,0.067,0.046,0,synthetic
Jayanagar,12.929883,77.582774,2024-01-21,18,1,Clear,0.0,11.3,0.942,10.3,46.6,22.3,0.0,0.0,0.065,0.077,0,synthetic
Jayanagar,12.924528,77.583281,2024-01-21,19,1,Cloudy,0.0,8.5,0.708,8.1,64.2,21.8,0.003,0.0,0.053,0.105,0,synthetic
Jayanagar,12.930535,77.587153,2024-01-21,20,1,Clear,0.0,12.4,1.0,9.6,48.6,20.7,0.022,0.008,0.053,0.1,1,synthetic
Jayanagar,12.927043,77.584097,2024-01-21,21,1,Clear,0.0,11.3,0.942,10.9,47.2,22.0,0.0,0.01,0.057,0.075,1,synthetic
Jayanagar,12.923005,77.578961,2024-01-21,22,1,Clear,0.0,12.7,1.0,10.7,49.6,17.5,0.047,0.059,0.066,0.064,1,synthetic
Jayanagar,12.928525,77.583551,2024-01-21,23,1,Cloudy,0.0,9.2,0.767,8.4,60.6,18.6,0.019,0.03,0.084,0.103,1,synthetic
Rajajinagar,12.99297,77.555664,2024-01-21,0,1,Clear,0.0,12.2,1.0,3.4,40.4,19.3,0.011,0.0,0.05,0.019,1,synthetic
Rajajinagar,12.989672,77.556787,2024-01-21,1,1,Clear,0.0,12.0,1.0,12.2,47.8,17.8,0.014,0.038,0.069,0.033,1,synthetic
Rajajinagar,12.994083,77.549839,2024-01-21,2,1,Cloudy,0.0,8.8,0.733,12.7,66.3,19.2,0.0,0.018,0.054,0.104,1,synthetic
Rajajinagar,12.989569,77.553609,2024-01-21,3,1,Clear,0.0,11.2,0.933,9.7,43.0,17.2,0.013,0.0,0.022,0.031,1,synthetic
Rajajinagar,12.990252,77.55357,2024-01-21,4,1,Clear,0.0,11.5,0.958,6.8,41.7,18.0,0.0,0.006,0.066,0.011,1,synthetic
Rajajinagar,12.996934,77.551664,2024-01-21,5,1,Cloudy,0.0,8.2,0.683,12.6,61.6,20.4,0.0,0.026,0.091,0.116,1,synthetic
Rajajinagar,12.997574,77.547764,2024-01-21,6,1,Clear,0.0,11.8,0.983,6.7,43.6,16.1,0.029,0.014,0.028,0.011,0,synthetic
Rajajinagar,12.992307,77.556084,2024-01-21,7,1,Fog,0.23,1.2,0.1,7.2,85.0,17.3,0.008,0.0,0.175,0.538,0,synthetic
Rajajinagar,12.997916,77.556965,2024-01-21,8,1,Cloudy,0.0,9.6,0.8,7.2,64.6,17.8,0.0,0.0,0.073,0.103,0,synthetic
Rajajinagar,12.995814,77.549603,2024-01-21,9,1,Fog,0.23,0.7,0.058,5.9,85.4,22.2,0.029,0.024,0.178,0.51,0,synthetic
Rajajinagar,12.991563,77.556869,2024-01-21,10,1,Clear,0.0,12.2,1.0,9.2,46.7,21.2,0.029,0.03,0.07,0.092,0,synthetic
Rajajinagar,12.989334,77.556276,2024-01-21,11,1,Cloudy,0.0,8.2,0.683,11.2,60.4,20.7,0.0,0.0,0.083,0.066,0,synthetic
Rajajinagar,12.991479,77.550322,2024-01-21,12,1,Clear,0.0,12.0,1.0,8.6,41.0,22.3,0.034,0.023,0.033,0.07,0,synthetic
Rajajinagar,12.998161,77.554275,2024-01-21,13,1,Clear,0.0,11.9,0.992,6.8,49.1,20.7,0.053,0.037,0.05,0.038,0,synthetic
Rajajinagar,12.996821,77.554647,2024-01-21,14,1,Cloudy,0.0,8.9,0.742,13.2,59.4,23.7,0.0,0.001,0.059,0.085,0,synthetic
Rajajinagar,12.991085,77.549566,2024-01-21,15,1,Clear,0.0,11.3,0.942,3.2,45.6,25.1,0.0,0.0,0.042,0.046,0,synthetic
Rajajinagar,12.995384,77.555497,2024-01-21,16,1,Cloudy,0.0,9.8,0.817,16.4,58.8,24.3,0.016,0.033,0.052,0.084,0,synthetic
Rajajinagar,12.992051,77.553401,2024-01-21,17,1,Clear,0.0,12.2,1.0,10.4,46.2,21.4,0.011,0.023,0.059,0.025,0,synthetic
Rajajinagar,12.99758,77.55499,2024-01-21,18,1,Clear,0.0,12.8,1.0,12.6,45.0,22.0,0.0,0.008,0.058,0.038,0,synthetic
Rajajinagar,12.991496,77.554594,2024-01-21,19,1,Cloudy,0.0,8.8,0.733,16.9,62.5,20.4,0.0,0.0,0.084,0.118,0,synthetic
Rajajinagar,12.994683,77.555901,2024-01-21,20,1,Clear,0.0,12.7,1.0,3.1,42.8,22.5,0.0,0.0,0.063,0.016,1,synthetic
Rajajinagar,12.998026,77.554887,2024-01-21,21,1,Clear,0.0,12.6,1.0,11.6,40.6,20.5,0.0,0.027,0.059,0.05,1,synthetic
Rajajinagar,12.98964,77.551569,2024-01-21,22,1,Fog,0.18,0.2,0.017,6.5,91.2,18.6,0.0,0.015,0.181,0.535,1,synthetic
Rajajinagar,12.98929,77.551594,2024-01-21,23,1,Fog,0.2,0.2,0.017,8.9,94.4,17.7,0.0,0.0,0.173,0.524,1,synthetic
Domlur,12.956125,77.640581,2024-01-21,0,1,Clear,0.0,11.5,0.958,10.0,44.3,16.9,0.0,0.012,0.079,0.064,1,synthetic
Domlur,12.958599,77.638111,2024-01-21,1,1,Cloudy,0.0,9.0,0.75,16.0,60.3,16.8,0.009,0.019,0.089,0.146,1,synthetic
Domlur,12.961282,77.643306,2024-01-21,2,1,Fog,0.25,0.2,0.017,3.4,93.2,17.1,0.002,0.0,0.133,0.551,1,synthetic
Domlur,12.95811,77.637712,2024-01-21,3,1,Fog,0.22,0.2,0.017,1.4,94.6,17.1,0.005,0.001,0.143,0.585,1,synthetic
Domlur,12.96378,77.634443,2024-01-21,4,1,Clear,0.0,12.6,1.0,8.7,47.7,17.5,0.0,0.0,0.056,0.072,1,synthetic
